"Index","BTC","ETH","ETC","LTC","BCH","EOS","XRP","TRX","BSV"
"2020-04-01",6642.96,135.63,5.0268,39.24,223.84,2.2546,0.17498,0.01158,167.727
"2020-04-02",6794.44,141.3,5.0935,39.9,231.84,2.2904,0.17841,0.011953,176.0266
"2020-04-03",6735.01,141.3,5.1185,40.51,236.24,2.3313,0.1796,0.011942,179.0001
"2020-04-04",6857.01,144.07,5.1494,40.73,237.98,2.3558,0.18116,0.011978,178.9746
"2020-04-05",6771.73,142.66,5.0316,40.34,230.94,2.3509,0.17935,0.012573,174.2734
"2020-04-06",7331.41,171.28,5.6181,45,258.03,2.7572,0.19803,0.013755,192
"2020-04-07",7199,164.63,5.4736,44.8,252.46,2.6337,0.19295,0.013303,185.126
"2020-04-08",7359.96,173.11,5.8256,46.53,267.31,2.748,0.20191,0.013754,218.28
"2020-04-09",7283.99,169.52,5.8888,46.22,256,2.7246,0.19818,0.013449,213.5879
"2020-04-10",6860.52,157.83,5.2501,42.26,232.73,2.4923,0.1876,0.012483,185.7495
"2020-04-11",6876.92,158.31,5.2768,42.53,232.99,2.5086,0.18845,0.012497,186.8931
"2020-04-12",6902.11,158.54,5.314,41.98,233.06,2.4978,0.1894,0.012657,191.2834
"2020-04-13",6836.84,156.27,5.1779,41.21,223.48,2.4421,0.18759,0.012565,188.0958
"2020-04-14",6867.78,158.51,5.2427,41.22,223.03,2.4658,0.18611,0.012458,189.7086
"2020-04-15",6621.49,152.79,5.101,39.24,215.01,2.4011,0.1805,0.012194,181.3792
"2020-04-16",7101.07,172.3,5.4762,42.51,234.94,2.6561,0.1905,0.013022,194.569
"2020-04-17",7028,170.65,5.3718,42.18,231.85,2.6145,0.1886,0.012885,192.4
"2020-04-18",7247.67,187.42,5.6581,44.12,243.61,2.7275,0.19535,0.013395,204.0023
"2020-04-19",7119.62,180,5.4761,42.23,231.19,2.5975,0.18899,0.012901,193.729
"2020-04-20",6828.13,170.21,5.2222,40.21,219.05,2.5078,0.18158,0.012403,183.1564
"2020-04-21",6842.13,170.75,5.199,40.59,219.55,2.521,0.18349,0.012487,182.6788
"2020-04-22",7125.96,182.75,5.3887,41.81,233.06,2.6226,0.188,0.012981,192.5281
"2020-04-23",7480.95,185.57,5.6018,43,237.41,2.6804,0.19262,0.013615,193.709
"2020-04-24",7504.37,187.58,5.5939,44.49,237.92,2.7069,0.1932,0.013923,193.3023
"2020-04-25",7539.85,194.23,5.7511,44.38,238.15,2.7035,0.19413,0.013952,194.1007
"2020-04-26",7694.72,197.42,6.2139,44.53,246.29,2.7363,0.19618,0.014266,197.0963
"2020-04-27",7773.95,196.3,6.1019,44.47,242.83,2.7436,0.19741,0.014517,195.6679
"2020-04-28",7739.21,196.24,6.1462,45.69,241.14,2.7603,0.2142,0.01527,195.3625
"2020-04-29",8779.98,215.43,6.7471,48.81,257.83,3.0061,0.22645,0.01624,206.8469
"2020-04-30",8620.62,206.12,6.4386,46.33,249.93,2.8208,0.21132,0.015196,207.7554
"2020-05-01",8827.71,212.08,6.6481,47.07,254.84,2.8726,0.21775,0.015809,211.067
"2020-05-02",8973.29,213.89,7.4701,49.2,260.92,2.9414,0.22365,0.016353,212.9286
"2020-05-03",8895.71,209.87,7.2065,48.06,251.58,2.8385,0.2193,0.015992,208.0351
"2020-05-04",8872.15,206.48,7.2136,46.99,245.77,2.7674,0.21769,0.01623,203.3981
"2020-05-05",9020,205.28,7.192,46.56,246.8,2.7701,0.21685,0.015902,207.6933
"2020-05-06",9142.4,199,6.8412,44.95,241.43,2.6522,0.21165,0.015528,201.4496
"2020-05-07",9983.1,211.95,7.095,47.34,251.92,2.7576,0.21855,0.016041,207.5621
"2020-05-08",9800.05,211.29,7.1423,47.68,260.16,2.7514,0.21862,0.016268,209.1658
"2020-05-09",9537.45,210.13,7.0548,47.01,265.3,2.752,0.21646,0.016092,210.2451
"2020-05-10",8723.04,187.61,6.19,42.06,232.8,2.4443,0.19707,0.014244,183.1461
"2020-05-11",8561.31,185.73,6.0181,41.52,235.12,2.3973,0.19249,0.013985,188.3404
"2020-05-12",8811.05,189.76,6.0891,42.18,233.32,2.4403,0.19718,0.014556,187.6062
"2020-05-13",9307.39,199.58,6.2081,43.18,239.36,2.5237,0.20178,0.015003,190.6827
"2020-05-14",9793.66,203.3,6.2764,43.98,242.64,2.6228,0.20375,0.015273,193.0229
"2020-05-15",9314.3,194.87,6.5042,42.79,235.12,2.5849,0.19814,0.014882,186.5001
"2020-05-16",9381.57,200.46,6.6926,43.27,236.48,2.6355,0.19976,0.014974,187.9263
"2020-05-17",9678.61,206.99,6.6614,43.69,240.78,2.6192,0.20129,0.015008,190.8926
"2020-05-18",9733.69,214.9,6.7122,45.34,248.57,2.6653,0.20542,0.015372,204.9944
"2020-05-19",9775.47,214.57,6.6679,45.71,246.83,2.6538,0.20484,0.015537,201.3299
"2020-05-20",9514.59,210.04,6.4546,44.21,239.82,2.5962,0.20177,0.014992,197.0637
"2020-05-21",9066.8,198.75,6.13,42.73,228.11,2.4624,0.19434,0.014225,192.7152
"2020-05-22",9168.97,207.37,6.4613,44.23,234.71,2.594,0.20032,0.014843,194.895
"2020-05-23",9176.98,206.61,6.5554,43.85,234.04,2.5627,0.19881,0.014967,192.8715
"2020-05-24",8717.12,199.83,6.5784,42.07,222.89,2.4891,0.19265,0.014202,185.3173
"2020-05-25",8899.18,204.14,6.8081,42.98,230.53,2.5293,0.19613,0.014721,185.9675
"2020-05-26",8840.08,200.89,6.7039,42.28,228,2.5036,0.19374,0.014579,180.2286
"2020-05-27",9203.67,208.3,6.7707,43.86,232.78,2.572,0.19788,0.014716,188.7531
"2020-05-28",9575,220.25,6.8592,44.77,239.85,2.6108,0.2005,0.015143,192.7993
"2020-05-29",9425.31,220.6,7.2264,44.48,238.36,2.6143,0.19763,0.015001,190.3517
"2020-05-30",9696.98,243.69,7.4937,47.72,252.4,2.7725,0.20707,0.016374,203.57
"2020-05-31",9450,231.61,6.9394,45.61,238.69,2.6727,0.20244,0.01583,192.1753
"2020-06-01",10193.62,248.13,7.1969,48.22,253.12,2.8175,0.21086,0.01707,199.9869
"2020-06-02",9519.75,237.75,6.977,45.99,250.82,2.6756,0.203,0.01635,195.8115
"2020-06-03",9667.05,244.54,6.9406,47.17,253.21,2.6963,0.20411,0.016912,194.7974
"2020-06-04",9788.49,243.24,6.9124,47.46,256.29,2.7211,0.20437,0.016871,194.9212
"2020-06-05",9621.53,240.14,6.8417,46.83,256.15,2.8141,0.20272,0.016848,194.6283
"2020-06-06",9669.01,241.93,6.8629,46.79,253.23,2.799,0.20364,0.017026,194.2731
"2020-06-07",9745,244.52,6.8304,46.61,253.59,2.8093,0.20326,0.018188,192.3303
"2020-06-08",9780,246.39,6.8991,46.44,255.21,2.7874,0.20403,0.017949,191.7575
"2020-06-09",9772.28,243.83,6.782,45.87,253.97,2.7514,0.20132,0.017545,189.5838
"2020-06-10",9881.27,247.67,6.8062,46.65,256.99,2.7567,0.20261,0.017597,193.999
"2020-06-11",9280.35,230.5,6.2634,43.24,234.77,2.5151,0.18823,0.015725,180.3902
"2020-06-12",9466.61,237.5,6.4031,44.73,240.86,2.5975,0.19305,0.01645,182.4339
"2020-06-13",9476.15,238.09,6.4923,45.09,240.7,2.6047,0.19235,0.016688,182.4221
"2020-06-14",9342.07,231.78,6.3169,44.03,237.51,2.5679,0.19023,0.016153,179.244
"2020-06-15",9424.99,230.81,6.2412,43.74,235.62,2.5308,0.19235,0.016072,173.3
"2020-06-16",9525,235.32,6.2517,43.89,237.51,2.5537,0.19238,0.016127,177.7623
"2020-06-17",9463.61,233.78,6.28,44.06,240.43,2.5682,0.19317,0.016206,175.3413
"2020-06-18",9386.78,231.29,6.2099,43.45,236.07,2.5361,0.18973,0.016013,172.4187
"2020-06-19",9311.99,229.06,6.3392,42.88,233.44,2.5262,0.18723,0.015852,170.914
"2020-06-20",9358.52,228.88,6.2605,43.56,232.78,2.536,0.18791,0.015972,173.2518
"2020-06-21",9295.92,228.1,6.2124,43,230.33,2.5142,0.18603,0.015824,170.6969
"2020-06-22",9685.11,243.15,6.3717,44.3,241.01,2.5852,0.18926,0.016372,177.5115
"2020-06-23",9624.89,243.11,6.3716,44.18,240.67,2.5712,0.18887,0.016508,178.1634
"2020-06-24",9297.68,234.57,6.2194,42.62,232.81,2.5013,0.1835,0.015935,172.575
"2020-06-25",9249.59,232.5,6.1536,42.36,232.52,2.4795,0.18153,0.015894,172.5378
"2020-06-26",9162.35,229.65,6.0431,43.09,230.7,2.4813,0.18245,0.015847,168.0959
"2020-06-27",9011.79,221.01,5.5897,41.07,216.42,2.3322,0.17508,0.015441,155.4577
"2020-06-28",9118.5,224.97,5.752,41.37,222.68,2.3672,0.17694,0.01578,160.7327
"2020-06-29",9191.99,227.92,5.8243,41.87,225.27,2.3803,0.17731,0.016184,159.2563
"2020-06-30",9137.67,225.59,5.7307,41.17,222.15,2.3681,0.17536,0.016369,158.0013
"2020-07-01",9231.91,230.95,5.7127,41.75,223.74,2.3771,0.17647,0.016868,158.2952
"2020-07-02",9087.81,226.49,5.6381,41.04,219.58,2.3584,0.17479,0.016582,154.5038
"2020-07-03",9058.8,224.93,5.6488,41.15,220.74,2.4162,0.17623,0.016617,155.618
"2020-07-04",9135.56,229.17,5.6979,42.11,225.18,2.4598,0.17812,0.016835,156.7147
"2020-07-05",9074.2,227.54,5.6514,41.58,222.26,2.4077,0.17696,0.01688,154.0545
"2020-07-06",9344.99,241.68,6.1055,44.07,242.36,2.6102,0.1888,0.018009,194.0154
"2020-07-07",9256.74,239.38,6.2189,43.4,237.8,2.5582,0.18513,0.017214,185.7803
"2020-07-08",9435.11,246.96,6.6367,45.35,243.26,2.6793,0.20545,0.01792,189.0077
"2020-07-09",9235.16,242,6.6487,44.35,238.17,2.6498,0.20262,0.018553,185.2504
"2020-07-10",9288.18,241.24,6.382,44.31,238.42,2.6218,0.19907,0.018116,181.7115
"2020-07-11",9234.39,239.15,6.5046,44.69,236.6,2.6196,0.20113,0.018368,181.2866
"2020-07-12",9301.49,242.83,6.46,44.73,237.46,2.6171,0.20124,0.018162,185.8282
"2020-07-13",9242.15,239.63,6.306,43.92,232.19,2.5538,0.19862,0.017553,181.8307
"2020-07-14",9253.51,240.43,6.3279,43.89,230.17,2.559,0.19913,0.017658,180.8377
"2020-07-15",9198.8,238.58,6.2213,43.35,227.47,2.5366,0.19727,0.01756,180.1676
"2020-07-16",9135.04,233.62,6.0356,42.09,224.2,2.4999,0.19445,0.017155,174.142
"2020-07-17",9155.41,232.65,6.03,41.9,222.61,2.4948,0.19447,0.01717,172.445
"2020-07-18",9168.82,235.67,6.0517,42.47,224.31,2.5031,0.1999,0.01741,173.7307
"2020-07-19",9207.91,239.06,6.0991,42.65,227.76,2.5842,0.19953,0.017521,172.3405
"2020-07-20",9160.99,236.01,6.031,41.95,222.79,2.5627,0.19462,0.017171,169.0729
"2020-07-21",9388.37,245.52,6.1902,43.76,230.34,2.6238,0.19951,0.017625,179.1566
"2020-07-22",9516.73,263.69,6.3566,44.96,239.83,2.6574,0.20344,0.017928,184.0071
"2020-07-23",9601.73,275.28,6.4415,44.93,238.34,2.6528,0.20843,0.017906,185.009
"2020-07-24",9538.63,279.21,6.2527,44.11,235.07,2.5946,0.20396,0.017934,179.8887
"2020-07-25",9700,305.31,6.7054,49.16,251.18,2.7286,0.21463,0.018775,194.9048
"2020-07-26",9929.3,310.93,6.634,48.08,247.52,2.7121,0.21522,0.01853,190.7958
"2020-07-27",11031.78,321.95,7.1155,53.3,268.62,2.8475,0.22436,0.018719,207.7761
"2020-07-28",10908.97,316.68,7.2124,55.74,288.89,2.9942,0.23033,0.019115,216.557
"2020-07-29",11101.12,317.8,7.2623,55.14,287.74,3.0238,0.2432,0.019145,212.7013
"2020-07-30",11099.99,334.79,7.344,56.72,291.57,3.0471,0.244,0.019175,214.7735
"2020-07-31",11334.71,346.3,7.396,58.15,300.56,3.0924,0.25936,0.019664,231.1369
"2020-08-01",11805.84,387.05,7.833,61.64,319.28,3.3043,0.29098,0.020473,247.0501
"2020-08-02",11070.4,372.5,7.1888,56.75,284.03,2.9449,0.28801,0.019068,217.9122
"2020-08-03",11219.13,385.9,7.1671,58.47,296.74,3.0458,0.31017,0.01988,229.5494
"2020-08-04",11190.09,389.66,7.1385,57.61,288.1,3.0368,0.30141,0.020378,225.8317
"2020-08-05",11742.47,400.73,7.2275,58.84,293.5,3.0545,0.30233,0.020325,231.846
"2020-08-06",11763.23,394.79,7.0972,59.05,308.93,3.0891,0.30309,0.020231,235.4366
"2020-08-07",11592.97,379.33,6.8774,57.19,302.18,3.0115,0.29436,0.019878,225.7269
"2020-08-08",11762.5,397,6.9367,58.49,305.43,3.066,0.29525,0.020483,230.1705
"2020-08-09",11680.17,390.13,6.8794,56.95,300.06,3.0277,0.28795,0.020439,223.4211
"2020-08-10",11892.18,395.4,7.0657,58.28,302.43,3.2367,0.29466,0.02147,224.5363
"2020-08-11",11389,379.04,6.7522,54.1,281.85,3.0057,0.28314,0.020112,210.0092
"2020-08-12",11565.31,387.18,6.76,54.53,284.69,3.0256,0.28228,0.020195,207.1519
"2020-08-13",11774,424.37,6.9223,57.12,295.74,3.1358,0.2941,0.022381,213.1765
"2020-08-14",11760.51,438.12,6.8875,56.79,293.44,3.2609,0.29997,0.02471,211.7848
"2020-08-15",11851.84,432.2,7.173,59.82,302.25,3.7235,0.29889,0.025258,223.51
"2020-08-16",11910.26,433.51,7.2528,63.85,308.29,3.88,0.30451,0.028231,223.479
"2020-08-17",12281.01,430.78,7.3959,67.21,318.2,3.7765,0.31538,0.03038,225.1236
"2020-08-18",11944.86,422.01,7.2706,65.4,303.14,3.5758,0.30254,0.028759,216.5917
"2020-08-19",11751.4,407.36,6.818,62.12,292.82,3.3484,0.28981,0.026482,206.879
"2020-08-20",11855.11,415.92,6.977,62.78,294.64,3.4432,0.29206,0.027463,209.0069
"2020-08-21",11530,388.02,6.6342,59.19,283.04,3.253,0.27932,0.024257,195.4177
"2020-08-22",11665.12,395.17,6.7694,60.22,286.45,3.3624,0.28594,0.025119,196.4463
"2020-08-23",11648.43,390.67,6.7571,60.54,284.66,3.3221,0.28475,0.024335,193.8677
"2020-08-24",11750.84,407.65,6.8548,62.03,290.68,3.3856,0.28841,0.025107,203.8192
"2020-08-25",11321.31,382.96,6.4722,58.32,275.56,3.1207,0.27639,0.022975,191.6883
"2020-08-26",11463.85,385.9,6.4582,58.1,274.81,3.118,0.27644,0.023699,190.6794
"2020-08-27",11330,383.34,6.3552,56.1,264.7,2.9783,0.2647,0.023069,185.5673
"2020-08-28",11527.53,395.15,6.5328,57.41,268.6,3.1165,0.27158,0.023932,191.5768
"2020-08-29",11465.5,398.66,6.4943,56.95,268.05,3.1265,0.27372,0.024903,189.7414
"2020-08-30",11712.02,428.94,6.6897,62.89,279.33,3.2614,0.2831,0.026947,196.2842
"2020-08-31",11650.56,433.73,6.5847,60.94,273.44,3.2078,0.2811,0.029178,192.1099
"2020-09-01",11920.37,475.5,6.7439,62.69,292.14,3.4703,0.29515,0.034669,203.3354
"2020-09-02",11389.87,439.66,6.3023,58.08,263.85,3.1016,0.27585,0.034512,182.9596
"2020-09-03",10137.03,381.34,5.4691,47.28,213.51,2.6123,0.24403,0.039944,151.2012
"2020-09-04",10447.73,385.3,5.3246,50.32,229.97,2.994,0.25391,0.035557,159.3594
"2020-09-05",10168.07,335.06,5.0413,47.84,225.74,2.9398,0.23743,0.029903,162.26
"2020-09-06",10256.32,352.85,5.1622,47.92,227.78,2.9035,0.23981,0.03141,163.1168
"2020-09-07",10373.07,353.49,5.1087,48.84,228.76,2.8522,0.242,0.032487,174.0692
"2020-09-08",10126.88,337.39,5.1298,47.48,222.44,2.7617,0.23668,0.035191,170.6193
"2020-09-09",10219.33,350.79,5.065,47.82,224.05,2.7508,0.23906,0.033965,169.3558
"2020-09-10",10335.95,367.93,5.2088,48.66,227.44,2.7762,0.24306,0.033,166.5016
"2020-09-11",10386.65,373.55,5.2421,48.92,225.17,2.785,0.24255,0.033504,167.0516
"2020-09-12",10441.03,387.85,5.2646,50.81,230.2,2.8049,0.2474,0.032715,168.6862
"2020-09-13",10329,366.41,5.1076,48.16,222.18,2.725,0.24211,0.030661,163.25
"2020-09-14",10671,377.14,5.194,49.08,225.83,2.7315,0.24554,0.030406,163.8367
"2020-09-15",10785.78,364.1,5.2233,48.31,235.2,2.7039,0.24337,0.027873,165.7584
"2020-09-16",10955.83,365.08,5.1649,47.73,230.79,2.713,0.24677,0.026405,162.99
"2020-09-17",10939.98,389.49,5.2323,48.86,232.86,2.7367,0.25213,0.02813,164.1112
"2020-09-18",10934.26,384.4,5.2489,48.55,234.11,2.69,0.25065,0.029058,162.3687
"2020-09-19",11079.91,385.18,5.2558,48.51,233.23,2.7027,0.2512,0.027688,161.8283
"2020-09-20",10919.31,371.04,5.1096,47.08,226.25,2.6716,0.24657,0.026953,154.032
"2020-09-21",10418.22,340.27,4.864,43.15,212.4,2.505,0.23097,0.024907,145.2109
"2020-09-22",10530.54,344.19,4.9896,44.47,220,2.5719,0.233,0.024999,155.4956
"2020-09-23",10243.51,320.81,4.8789,43,208.03,2.4431,0.22156,0.024878,150.39
"2020-09-24",10734.8,348.89,5.0443,44.93,216.26,2.5337,0.23281,0.026278,156.73
"2020-09-25",10687.76,351.85,5.0212,46.01,216.47,2.5439,0.24148,0.027141,155.5988
"2020-09-26",10728.95,353.87,5.3625,46.02,221.3,2.5653,0.24148,0.02718,164
"2020-09-27",10774.98,357.54,5.4546,46.07,229.35,2.5888,0.24335,0.026592,170.4178
"2020-09-28",10697.92,353.99,5.4228,45.21,225.86,2.5629,0.241,0.026256,167.9857
"2020-09-29",10839.99,359.81,5.4238,45.67,229.06,2.599,0.24278,0.026303,171.7094
"2020-09-30",10776.55,359.81,5.4054,46.26,228,2.578,0.24177,0.026205,171.6018
"2020-10-01",10619.51,352.83,5.3248,46.27,228.1,2.545,0.23821,0.025816,169.7696
"2020-10-02",10570.73,345.55,5.1795,44.91,219.62,2.4786,0.23387,0.025895,160.5518
"2020-10-03",10541.71,345.89,5.1189,45.52,218.47,2.4776,0.23269,0.027195,159.2092
"2020-10-04",10666.88,352.34,5.148,46.7,220.91,2.5178,0.24789,0.02644,160.9378
"2020-10-05",10791.55,353.62,5.0992,46.35,221.75,2.5257,0.25037,0.026429,162.3224
"2020-10-06",10601.74,340.79,5.2507,45.99,219.66,2.696,0.24554,0.025565,158.8357
"2020-10-07",10666,341.57,5.1744,46.57,223.03,2.6437,0.24871,0.025511,163.3682
"2020-10-08",10924.94,350.89,5.1926,47.2,233.87,2.6067,0.25123,0.025723,165.1849
"2020-10-09",11050.38,364.98,5.2734,47.78,237.2,2.6404,0.25297,0.026257,168.0415
"2020-10-10",11293.02,370.54,5.3097,48.87,237.34,2.6412,0.25395,0.026443,170.62
"2020-10-11",11369.43,374.16,5.4816,50.48,238.99,2.6574,0.25541,0.026555,171.758
"2020-10-12",11529.84,386.45,5.4872,50.59,239.58,2.6432,0.25601,0.027074,169.3794
"2020-10-13",11418.83,381.02,5.3541,49.91,253.33,2.639,0.25654,0.026803,170.6111
"2020-10-14",11417.72,378.7,5.3924,49.8,259.05,2.607,0.2491,0.026757,168.3752
"2020-10-15",11503.24,377.67,5.3407,49.54,262.18,2.5983,0.24582,0.026536,169.4914
"2020-10-16",11316.22,365.48,5.1858,47.6,250.31,2.5363,0.24012,0.025716,159.9234
"2020-10-17",11359.78,368.28,5.1913,46.94,244.67,2.5224,0.24063,0.025745,159.2725
"2020-10-18",11503.18,378.15,5.2297,47.53,249.38,2.5457,0.24225,0.02592,160.2679
"2020-10-19",11749.99,379.32,5.2176,47.99,249.85,2.5815,0.24561,0.025883,159.8096
"2020-10-20",11907.65,368.57,5.0858,46.9,240.72,2.5268,0.24319,0.025936,157.78
"2020-10-21",12785,390.38,5.3647,53,258.4,2.6058,0.25089,0.02668,164.3801
"2020-10-22",12968.56,413.93,5.6093,54.34,267.99,2.6703,0.25712,0.027088,169.2617
"2020-10-23",12924.42,409.15,5.4874,55.42,270.48,2.6396,0.25475,0.026689,166.5648
"2020-10-24",13112.52,412.16,5.5191,59.23,275.82,2.6594,0.25615,0.027049,176.222
"2020-10-25",13032.43,406.02,5.5321,58.81,271.13,2.7068,0.25313,0.02699,180.8799
"2020-10-26",13054.29,392.63,5.4284,56.81,259.47,2.6301,0.24813,0.026753,173.5771
"2020-10-27",13637.34,403.42,5.4556,57.92,264.06,2.6737,0.25274,0.027007,174.7959
"2020-10-28",13268.99,388.29,5.275,55.8,268.1,2.6531,0.24548,0.026889,170.1239
"2020-10-29",13455.99,387.18,5.3994,54.87,267.35,2.6389,0.24246,0.026573,166.8841
"2020-10-30",13555.63,382.48,5.2599,54.01,261.93,2.5077,0.23905,0.025612,163.7763
"2020-10-31",13792.01,386.43,5.2631,55.74,262.07,2.5278,0.23977,0.02578,165.0128
"2020-11-01",13757.52,396.4,5.2161,55.58,267.95,2.5177,0.23994,0.02574,164.9056
"2020-11-02",13549.46,383.12,4.9454,53.8,257.19,2.4326,0.23528,0.024442,158.3046
"2020-11-03",14019.99,387.92,4.8771,53.95,244.15,2.3653,0.23955,0.024425,153.3617
"2020-11-04",14139.98,402.4,4.862,54.68,241,2.3502,0.2375,0.024204,151.4648
"2020-11-05",15587.29,416.75,5.0924,58.95,249.53,2.4465,0.2456,0.02493,160.2543
"2020-11-06",15580.08,455.71,5.3521,63.23,257.79,2.5347,0.25862,0.026151,168.6386
"2020-11-07",14814.99,435.14,5.0788,58.92,253.91,2.4972,0.24907,0.024855,161.9304
"2020-11-08",15475.3,454.31,5.1713,61.01,270.81,2.5357,0.2538,0.025343,166.7731
"2020-11-09",15329.17,444.35,5.0276,59.24,264.17,2.4966,0.25058,0.024789,160.0867
"2020-11-10",15295.52,450.31,5.1329,57.93,257.18,2.498,0.25378,0.024834,157.2022
"2020-11-11",15681.42,463.13,5.0886,59.28,256.81,2.499,0.25579,0.024973,158.9155
"2020-11-12",16292.2,462.46,5.0455,60.72,259.99,2.4629,0.25487,0.024904,158.3064
"2020-11-13",16321.96,476.36,5.1343,65.97,258.9,2.5986,0.2658,0.025405,161.1787
"2020-11-14",16070.84,460.82,5.0334,63.84,255.17,2.5355,0.26827,0.025139,157.7062
"2020-11-15",15958.76,448.09,5.0245,62.29,239.48,2.4969,0.26956,0.025337,154.2449
"2020-11-16",16712.11,460.55,5.3935,73.83,249.65,2.5819,0.28807,0.02549,157.9145
"2020-11-17",17657.77,482.14,5.7771,76.3,255.33,2.7156,0.30235,0.026494,166.92
"2020-11-18",17773.93,478.32,6.0402,73.42,246.26,2.6373,0.29333,0.026772,161.9541
"2020-11-19",17801.34,471.22,5.9228,81.52,245.98,2.6359,0.30376,0.025793,161.5013
"2020-11-20",18660,510.04,6.0643,82.54,260.21,2.7808,0.32988,0.026285,166.3832
"2020-11-21",18705.45,552.42,6.5866,87.1,304.95,3.2303,0.46299,0.030546,194.5715
"2020-11-22",18414.8,560.09,6.0312,82.84,288.9,3.0644,0.44617,0.028743,178.4071
"2020-11-23",18372.49,608.81,6.5753,89.09,323.25,3.3789,0.61557,0.031729,196.8098
"2020-11-24",19161.61,605,7.2711,89.27,348.25,3.5977,0.694,0.035218,209.3545
"2020-11-25",18722.66,569.51,6.9598,81.78,313,3.4263,0.63047,0.033036,191.2468
"2020-11-26",17149.16,519.87,6.1467,71.04,271.42,2.9526,0.53668,0.029427,165.9539
"2020-11-27",17142.7,518.64,6.2115,69.16,265.42,2.8734,0.56227,0.029373,162.0726
"2020-11-28",17717.94,537.53,6.3179,72.67,276.03,2.9986,0.62586,0.030466,166.6061
"2020-11-29",18184.04,576.15,6.3872,78.91,285.15,3.0307,0.60549,0.030731,168.0824
"2020-11-30",19696.9,616.61,6.7325,87.64,317.45,3.2611,0.66368,0.032352,183.1043
"2020-12-01",18767.16,585.35,6.1572,85.14,287.57,2.9948,0.61079,0.030266,169.1176
"2020-12-02",19202.78,596.83,6.239,88.9,294.18,3.0563,0.62981,0.031183,171.21
"2020-12-03",19420.63,615.82,6.5794,88.99,292.22,3.0805,0.63052,0.031662,170.8242
"2020-12-04",18650.53,567.28,5.9603,79.55,279.41,2.846,0.55332,0.029464,177.2232
"2020-12-05",19151.5,596.71,6.1992,83.15,289.62,3.0093,0.58544,0.030559,182.1203
"2020-12-06",19360.01,601.6,6.1733,83.55,286.25,2.9974,0.62103,0.030931,178.9132
"2020-12-07",19170.63,591.31,6.15,83.42,283.8,2.9498,0.60807,0.030288,179.7421
"2020-12-08",18323.74,554.91,5.7733,76.74,267.85,2.8032,0.55906,0.027891,173.2903
"2020-12-09",18537.8,573.18,6.0665,77.4,268.73,2.8085,0.58231,0.028694,170.493
"2020-12-10",18254.42,558.98,5.8905,74.69,265.71,2.7403,0.5725,0.028112,166.56
"2020-12-11",18037.95,544.38,5.793,72.22,259.3,2.6945,0.55542,0.027787,161.1943
"2020-12-12",18804,567.9,5.9721,76.67,267.86,2.7679,0.50611,0.028565,165.031
"2020-12-13",19171.65,590.76,6.1212,82.26,275.95,2.8505,0.51357,0.029199,168.9232
"2020-12-14",19272.08,586.3,6.0379,82.37,276.95,2.8467,0.49747,0.029102,166.8895
"2020-12-15",19424.3,588.75,6.0516,81.33,288.86,2.8613,0.468,0.029185,168.8839
"2020-12-16",21342.58,637.34,6.4632,92.9,312.19,3.102,0.57,0.031448,180
"2020-12-17",22802.16,642.86,6.4797,101.02,310.69,3.0421,0.57667,0.030739,179.0791
"2020-12-18",23107.11,653.86,6.3929,109.35,313.24,3.0597,0.58362,0.031072,178.7098
"2020-12-19",23828.8,658.11,6.4182,119.88,318.11,3.053,0.5767,0.031237,176.7433
"2020-12-20",23465.22,638.24,6.4915,114.63,349.3,3.1374,0.55581,0.031222,183.2069
"2020-12-21",22722.81,607.81,6.1097,104.43,313.44,2.9292,0.51441,0.029265,171.3394
"2020-12-22",23820,636.53,6.1175,114.32,322.71,2.8985,0.4465,0.02884,171.3129
"2020-12-23",23229.98,585.66,5.0973,102.43,275.39,2.314,0.26024,0.024799,154.1536
"2020-12-24",23727.23,612.1,5.6025,111.14,296.93,2.6673,0.3389,0.027685,162.0621
"2020-12-25",24713.2,626.75,5.7566,127.78,319.13,2.6648,0.3179,0.028538,165.5682
"2020-12-26",26488.85,637.3,5.8382,129.65,323.6,2.6134,0.29485,0.027806,164.9159
"2020-12-27",26288.01,685.19,5.8112,127.91,337.97,2.7165,0.28378,0.028901,167.0761
"2020-12-28",27074.19,730.45,5.9185,129.88,360.69,2.764,0.24898,0.029592,168.1608
"2020-12-29",27385.55,732.1,5.7165,128.89,352.91,2.6388,0.22134,0.027676,164.5663
"2020-12-30",28868,751.99,5.6788,130.09,358.83,2.6127,0.21139,0.026946,167.0428
"2020-12-31",28921.82,736.15,5.6568,124.21,342.05,2.5897,0.21954,0.026777,163.2078
"2021-01-01",29327.42,729.11,5.6913,126.24,341.73,2.6365,0.23744,0.026841,162.73
"2021-01-02",32187.78,774.68,5.7734,136.96,354.58,2.631,0.22064,0.02721,163.1047
"2021-01-03",33012.21,978.71,6.583,161.21,423.97,2.7986,0.22527,0.029454,171.7416
"2021-01-04",31991.16,1041.77,7.0395,155.32,405.4,2.8206,0.23562,0.030951,167.649
"2021-01-05",33927.85,1099.51,7.2691,158.39,417.9,2.8848,0.22563,0.028508,168.0872
"2021-01-06",36761.08,1208.33,7.5746,168.94,453.43,3.3706,0.2487,0.030458,179.8034
"2021-01-07",39446.03,1224.94,7.2059,169.4,448.13,3.195,0.32396,0.030944,175.6609
"2021-01-08",40578.78,1216.78,6.9463,172.13,436.95,3.1077,0.32028,0.030403,180.5951
